"Records","410","435","460","485","510","535","560","585","610","645","680","705","730","760","810","860","900","940","Capacitity Moist","Temp","Moist","EC (u/10 gram)","Ph","Nitro (mg/10 g)","Posh Nitro (mg/10 g)","Pota Nitro (mg/10 g)"
"45_0ml-8","766.32","164.58","416.23","99.62","200.79","184.55","30.09","36.41","166.43","51.23","118.69","8.94","24.27","24.15","46.1","153.55","15.55","7.08","2541","37.9","0","0","8.07","0","0","0"
"45_0ml-9","766.32","164.58","416.23","99.62","200.79","184.55","30.09","36.41","166.43","51.23","118.69","8.94","24.27","24.15","46.1","153.55","15.55","7.08","2497","37.9","0","0","8.07","0","0","0"
"49_0ml-1","721.7","147.35","366.36","94.56","176.81","162.1","28.73","33.54","141.01","47.46","92.76","8.94","16.99","16.1","35","115.99","14.4","6.2","2646","36.3","0","0","7.68","0","0","0"
"49_0ml-10","720.16","147.35","366.36","96.25","176.81","164.2","28.73","33.95","143.32","47.08","92.76","8.94","16.99","16.1","35","115.99","14.4","7.08","2648","36.3","0","0","7.31","0","0","0"
"49_0ml-2","721.7","147.35","366.36","89.49","176.81","152.27","26.9","31.91","132.92","47.46","92.76","8.23","16.18","15.3","35","108.26","14.4","6.2","2687","36.3","0","0","7.24","0","0","0"
"49_0ml-3","720.93","147.35","366.36","86.96","176.81","146.66","25.99","30.68","128.29","47.46","86.77","8.23","15.37","14.49","35","106.05","14.4","6.2","2647","36.3","0","0","7.24","0","0","0"
"49_0ml-4","720.93","147.35","366.36","93.71","176.81","159.29","28.27","33.13","138.7","47.46","86.77","8.59","16.99","15.3","35","112.68","14.98","6.2","2643","36.3","0","0","7.24","0","0","0"
"49_0ml-5","720.93","147.35","366.36","93.71","176.81","159.99","28.27","33.13","138.7","47.46","92.76","8.59","16.99","16.1","35","112.68","14.98","6.2","2601","36.3","0","0","7.24","0","0","0"
"49_0ml-6","720.93","147.35","365.45","95.4","176.81","163.5","28.73","33.95","142.16","47.08","92.76","8.94","16.99","16.1","35","114.89","14.98","7.08","2646","36.3","0","0","7.29","0","0","0"
"49_0ml-7","720.93","147.35","366.36","89.49","176.81","151.57","26.9","31.91","131.76","47.46","92.76","8.23","16.18","15.3","35","108.26","14.98","6.2","2619","36.3","0","0","7.29","0","0","0"
"49_0ml-8","720.93","147.35","366.36","93.71","176.81","159.29","28.27","33.13","138.7","47.46","86.77","8.59","16.99","16.1","34.15","112.68","14.4","6.2","2664","36.3","0","0","7.29","0","0","0"
"49_0ml-9","720.16","147.35","366.36","97.09","176.81","162.1","28.73","33.95","141.01","47.08","91.76","8.94","16.99","16.1","35","114.89","14.4","7.08","2645","36.3","0","0","7.29","0","0","0"
"52_0ml-1","704","143.53","360.01","91.18","171.57","153.67","28.27","36","122.51","56.12","75.8","8.59","14.56","14.49","30.73","92.8","14.98","6.2","2646","38.3","0","0","7.85","0","0","0"
"52_0ml-10","703.23","143.53","360.01","94.56","170.82","160.69","29.18","37.23","127.14","55.75","80.79","8.94","15.37","15.3","30.73","96.11","14.98","7.08","2646","38.3","0","0","7.83","0","0","0"
"52_0ml-2","704","143.53","360.01","93.71","170.82","159.99","29.18","37.23","127.14","56.12","79.79","8.94","15.37","15.3","30.73","95","14.98","7.08","2647","38.3","0","0","7.85","0","0","0"
"52_0ml-3","704","143.53","359.1","92.02","170.82","156.48","28.73","36.41","124.83","56.12","75.8","8.59","15.37","14.49","30.73","93.9","14.98","6.2","2658","38.3","0","0","7.85","0","0","0"
"52_0ml-4","703.23","143.53","359.1","95.4","170.82","159.99","29.18","37.23","127.14","55.75","80.79","8.94","15.37","15.3","30.73","100.53","14.98","7.08","2647","38.3","0","0","7.9","0","0","0"
"52_0ml-5","703.23","143.53","359.1","92.02","170.82","156.48","28.73","36.41","124.83","55.75","75.8","8.59","15.37","14.49","30.73","93.9","14.98","7.08","2647","38.3","0","0","7.9","0","0","0"
"52_0ml-6","703.23","143.53","360.01","93.71","170.82","159.29","29.18","37.23","125.98","55.75","81.78","8.94","15.37","15.3","30.73","96.11","14.98","7.08","2643","38.3","0","0","7.9","0","0","0"
"52_0ml-7","703.23","143.53","360.01","92.87","170.82","156.48","28.73","36.41","124.83","55.75","75.8","8.59","15.37","14.49","30.73","93.9","14.98","6.2","2651","38.3","0","0","7.9","0","0","0"
"52_0ml-8","703.23","143.53","359.1","92.02","170.82","156.48","28.73","36.41","124.83","55.75","75.8","8.59","15.37","14.49","30.73","93.9","14.98","6.2","2636","38.3","0","0","7.83","0","0","0"
"52_0ml-9","703.23","143.53","360.01","92.02","170.82","156.48","28.27","36.41","123.67","55.75","74.8","8.59","15.37","14.49","30.73","93.9","14.98","6.2","2646","38.3","0","0","7.83","0","0","0"
"60_0ml-1","814.03","178.93","447.07","113.98","232.25","194.37","41.49","50.32","226.54","69.31","134.64","12.52","25.08","21.74","54.64","182.28","21.31","7.97","2644","37.6","0","0","7.7","0","0","0"
"60_0ml-10","813.26","178.93","447.07","116.51","232.25","199.99","42.86","51.54","233.47","69.31","142.62","12.88","25.89","22.54","54.64","186.7","21.31","7.97","2627","37.6","0","0","7.38","0","0","0"
"60_0ml-2","813.26","178.93","447.07","113.98","232.25","195.08","41.49","50.32","227.69","69.31","135.64","12.52","25.08","21.74","54.64","183.38","21.31","7.97","2650","37.6","0","0","7.7","0","0","0"
"60_0ml-3","813.26","178.93","447.07","116.51","232.25","199.29","42.86","51.95","233.47","69.31","142.62","12.88","25.89","22.54","54.64","186.7","21.31","7.97","2644","37.6","0","0","7.7","0","0","0"
"60_0ml-4","813.26","178.93","447.07","117.35","232.25","201.39","42.86","51.95","234.63","69.31","143.62","12.88","25.89","22.54","54.64","187.8","21.31","7.97","2646","37.6","0","0","7.38","0","0","0"
"60_0ml-5","813.26","178.93","447.07","116.51","232.25","199.99","42.86","51.54","233.47","69.31","143.62","12.88","25.89","22.54","54.64","186.7","21.31","7.97","2647","37.6","0","0","7.38","0","0","0"
"60_0ml-6","813.26","178.93","447.07","113.98","232.25","195.08","41.49","50.32","227.69","69.31","134.64","12.52","25.08","21.74","54.64","183.38","21.31","7.97","2647","37.6","0","0","7.38","0","0","0"
"60_0ml-7","813.26","178.93","446.16","113.98","232.25","195.08","41.49","50.32","227.69","69.31","134.64","12.52","25.89","22.54","54.64","183.38","21.31","7.97","2686","37.6","0","0","7.38","0","0","0"
"60_0ml-8","813.26","178.93","447.07","113.98","232.25","195.08","41.49","50.32","227.69","69.31","135.64","12.52","25.08","21.74","54.64","183.38","21.31","7.97","2627","37.6","0","0","7.38","0","0","0"
"60_0ml-9","812.49","178.93","447.07","116.51","232.25","198.58","42.86","51.95","232.32","69.31","141.63","12.88","25.89","22.54","54.64","186.7","21.31","7.97","2649","37.6","0","0","7.38","0","0","0"
"63_0ml-1","853.27","185.63","460.67","127.48","237.5","217.53","35.11","43.36","232.32","58.38","128.66","12.52","26.7","23.35","52.93","188.91","22.47","7.97","2661","38.3","0","0","7.85","0","0","0"
"63_0ml-10","850.19","185.63","459.76","119.04","236.75","201.39","32.83","40.5","214.98","58.01","127.66","11.45","24.27","20.93","52.08","175.65","21.89","7.97","2652","38.2","0","0","7.51","0","0","0"
"63_0ml-2","851.73","185.63","459.76","119.04","236.75","202.09","32.83","40.5","216.13","58.38","129.66","11.81","25.08","21.74","52.08","176.75","22.47","7.97","2649","38.3","0","0","7.85","0","0","0"
"63_0ml-3","851.73","185.63","459.76","117.35","236.75","199.29","32.37","40.09","213.82","58.01","128.66","11.45","24.27","20.93","52.08","174.54","21.89","7.97","2612","38.3","0","0","7.85","0","0","0"
"63_0ml-4","850.96","185.63","459.76","115.66","237.5","195.78","31.92","39.27","209.2","58.38","121.68","11.45","24.27","20.93","52.08","172.33","22.47","7.97","2650","38.3","0","0","7.85","0","0","0"
"63_0ml-5","850.96","185.63","459.76","116.51","236.75","196.48","31.92","39.27","210.36","58.38","121.68","11.45","24.27","20.93","52.08","172.33","22.47","7.97","2715","38.2","0","0","7.51","0","0","0"
"63_0ml-6","850.96","185.63","459.76","115.66","236.75","196.48","31.92","39.27","210.36","58.38","121.68","11.45","24.27","20.93","52.08","172.33","21.89","7.97","2677","38.2","0","0","7.51","0","0","0"
"63_0ml-7","850.96","185.63","459.76","115.66","236.75","195.78","31.92","39.27","209.2","58.01","121.68","11.09","24.27","20.93","51.22","171.23","21.89","7.08","2650","38.2","0","0","7.51","0","0","0"
"63_0ml-8","850.96","185.63","459.76","119.04","236.75","202.09","32.37","40.5","216.13","58.01","128.66","11.45","24.27","21.74","52.08","175.65","21.89","7.97","2651","38.3","0","0","7.51","0","0","0"
"63_0ml-9","850.96","185.63","459.76","119.04","236.75","201.39","32.83","40.5","216.13","58.01","128.66","11.45","24.27","21.74","52.08","175.65","21.89","7.97","2651","38.2","0","0","7.51","0","0","0"
"76_0ml-1","839.42","187.54","465.2","113.98","233","197.88","37.39","43.36","206.89","60.64","136.64","11.45","25.89","24.96","53.79","183.38","19.01","7.08","2658","38","0","0","7.14","0","0","0"
"76_0ml-10","840.19","188.5","466.11","119.04","233","204.2","39.21","45","213.82","61.02","144.62","11.81","26.7","25.76","53.79","199.95","19.01","7.97","2663","38","0","0","6.95","0","0","0"
"76_0ml-2","840.19","188.5","465.2","113.98","233","197.88","37.85","43.77","206.89","61.02","136.64","11.45","25.89","24.96","52.93","183.38","19.01","7.08","2632","38","0","0","7.14","0","0","0"
"76_0ml-3","840.19","187.54","465.2","116.51","233","203.5","38.76","44.59","212.67","61.02","144.62","11.45","25.89","24.96","52.93","187.8","19.01","7.97","2629","38","0","0","7.14","0","0","0"
"76_0ml-4","840.19","188.5","466.11","117.35","233","203.5","38.76","45","213.82","61.02","143.62","11.81","25.89","24.96","53.79","188.91","19.59","7.97","2704","38","0","0","7.14","0","0","0"
"76_0ml-5","840.19","188.5","466.11","118.2","233.75","205.6","39.21","45","214.98","61.02","144.62","11.81","26.7","25.76","53.79","188.91","19.59","7.97","2642","38","0","0","6.9","0","0","0"
"76_0ml-6","840.19","188.5","465.2","113.98","233","197.18","37.85","43.36","206.89","61.02","136.64","11.09","25.89","24.15","53.79","182.28","19.01","7.08","2651","38","0","0","6.9","0","0","0"
"76_0ml-7","840.19","188.5","466.11","113.98","233","197.88","37.85","43.77","206.89","61.02","136.64","11.45","25.89","24.96","52.93","183.38","19.01","7.08","2648","38","0","0","6.9","0","0","0"
"76_0ml-8","840.19","188.5","466.11","116.51","233","203.5","38.76","44.59","212.67","61.02","143.62","11.45","26.7","25.76","53.79","187.8","19.01","7.97","2634","38","0","0","6.9","0","0","0"
"76_0ml-9","840.19","188.5","466.11","117.35","233","204.2","38.76","45","213.82","61.02","144.62","11.81","26.7","25.76","53.79","187.8","19.01","7.97","2643","38","0","0","6.95","0","0","0"
"8_0ml-1","791.71","167.45","418.95","108.91","208.28","184.55","30.09","36.41","199.95","50.47","139.63","10.02","24.27","22.54","49.52","195.53","17.86","7.08","2628","37.4","0","0","7.92","0","0","0"
"8_0ml-10","790.95","167.45","418.95","108.07","208.28","183.15","30.09","36.41","198.8","50.85","140.63","10.02","23.46","21.74","49.52","193.32","18.43","7.08","2623","37.4","0","0","7.88","0","0","0"
"8_0ml-2","791.71","167.45","418.95","106.38","208.28","181.04","29.18","35.59","195.33","50.47","133.65","10.02","23.46","21.74","49.52","191.11","17.86","7.08","2626","37.4","0","0","7.92","0","0","0"
"8_0ml-3","791.71","167.45","419.86","108.91","208.28","183.85","29.64","36","199.95","50.85","140.63","10.02","23.46","22.54","49.52","196.64","17.86","7.08","2626","37.4","0","0","7.92","0","0","0"
"8_0ml-4","790.95","167.45","419.86","108.91","208.28","185.25","30.09","36.82","201.11","50.85","139.63","10.37","24.27","22.54","49.52","195.53","17.86","7.08","2631","37.4","0","0","7.92","0","0","0"
"8_0ml-5","790.95","167.45","419.86","109.75","208.28","185.95","30.09","36.41","201.11","50.85","140.63","10.02","24.27","22.54","49.52","196.64","17.86","7.08","2625","37.4","0","0","7.87","0","0","0"
"8_0ml-6","790.95","167.45","419.86","110.6","208.28","187.36","30.09","36.82","203.42","50.47","138.63","10.37","24.27","22.54","49.52","197.74","17.86","7.08","2633","37.4","0","0","7.87","0","0","0"
"8_0ml-7","790.95","167.45","418.95","108.07","208.28","183.15","29.64","36","198.8","50.47","140.63","10.02","23.46","21.74","49.52","193.32","18.43","7.08","2635","37.4","0","0","7.87","0","0","0"
"8_0ml-8","790.95","167.45","418.95","106.38","208.28","180.34","29.18","35.59","195.33","50.47","132.65","10.02","22.65","21.74","49.52","191.11","17.86","7.08","2625","37.4","0","0","7.87","0","0","0"
"8_0ml-9","790.95","167.45","419.86","102.16","208.28","172.62","27.81","33.95","186.08","50.47","139.63","9.66","21.84","20.93","49.52","184.49","17.86","7.08","2633","37.4","0","0","7.88","0","0","0"
"80_0ml-1","707.08","143.53","357.29","88.65","172.32","148.06","26.9","31.5","132.92","45.58","95.75","8.59","15.37","15.3","35","112.68","14.4","6.2","2654","38.3","0","0","7.54","0","0","0"
"80_0ml-10","705.54","143.53","357.29","92.87","171.57","159.29","28.73","33.54","143.32","45.58","95.75","8.94","16.18","16.1","35","119.31","14.4","6.2","2642","38.3","0","0","6.94","0","0","0"
"80_0ml-2","706.31","143.53","357.29","87.8","171.57","150.17","27.36","31.91","135.23","45.58","95.75","8.59","15.37","15.3","35","112.68","14.4","6.2","2654","38.3","0","0","7.54","0","0","0"
"80_0ml-3","706.31","143.53","357.29","87.8","171.57","149.46","26.9","31.5","134.07","45.58","95.75","8.59","15.37","15.3","35","112.68","14.4","6.2","2653","38.3","0","0","7.54","0","0","0"
"80_0ml-4","705.54","143.53","357.29","94.56","171.57","161.39","29.18","33.95","145.63","45.58","94.75","9.3","16.99","16.1","35","120.41","14.4","6.2","2664","38.3","0","0","6.94","0","0","0"
"80_0ml-5","706.31","143.53","357.29","94.56","172.32","162.1","29.18","34.36","145.63","45.58","95.75","9.3","16.99","16.1","35","120.41","14.4","6.2","2693","38.3","0","0","6.94","0","0","0"
"80_0ml-6","705.54","143.53","357.29","95.4","171.57","160.69","29.18","33.95","144.47","45.58","95.75","9.3","16.99","16.1","35","125.94","14.4","7.08","2703","38.3","0","0","6.94","0","0","0"
"80_0ml-7","706.31","143.53","357.29","85.27","171.57","146.66","26.45","31.09","131.76","45.58","89.76","8.59","15.37","14.49","35","109.37","14.4","6.2","2655","38.3","0","0","6.94","0","0","0"
"80_0ml-8","706.31","143.53","357.29","94.56","171.57","159.99","29.18","33.95","143.32","45.58","94.75","9.3","16.18","16.1","35","119.31","14.4","6.2","2654","38.3","0","0","6.94","0","0","0"
"80_0ml-9","705.54","143.53","357.29","92.02","171.57","157.18","28.27","33.13","141.01","45.58","89.76","8.94","16.18","16.1","35","117.1","14.4","6.2","2660","38.3","0","0","6.94","0","0","0"
"91_0ml-1","711.7","143.53","359.1","93.71","173.06","162.1","27.36","31.5","135.23","41.81","90.76","8.23","16.18","16.1","33.3","111.58","13.25","6.2","2637","36.3","0","0","7.73","0","0","0"
"91_0ml-10","710.93","143.53","359.1","91.18","173.06","157.89","26.9","30.68","131.76","41.81","84.78","8.23","16.18","15.3","33.3","109.37","13.83","6.2","2638","36.3","0","0","7.92","0","0","0"
"91_0ml-2","710.93","143.53","359.1","88.65","173.06","151.57","25.99","29.45","127.14","41.81","90.76","7.87","15.37","14.49","33.3","106.05","13.83","6.2","2580","36.3","0","0","7.73","0","0","0"
"91_0ml-3","710.93","143.53","358.2","91.18","173.06","157.89","26.9","30.68","131.76","41.81","84.78","8.23","16.18","15.3","33.3","109.37","13.83","6.2","2636","36.3","0","0","7.3","0","0","0"
"91_0ml-4","710.93","143.53","359.1","92.02","173.06","157.89","26.9","30.68","131.76","41.81","84.78","8.23","16.18","15.3","33.3","109.37","13.83","6.2","2631","36.3","0","0","7.3","0","0","0"
"91_0ml-5","710.93","143.53","359.1","93.71","173.06","162.1","27.36","31.5","134.07","41.81","90.76","8.23","16.18","15.3","33.3","110.47","13.83","6.2","2635","36.3","0","0","7.3","0","0","0"
"91_0ml-6","710.93","143.53","358.2","94.56","173.06","162.8","27.36","31.5","136.38","41.43","89.76","8.23","16.18","16.1","33.3","111.58","13.83","6.2","2637","36.3","0","0","7.3","0","0","0"
"91_0ml-7","710.93","143.53","358.2","86.96","173.06","149.46","25.53","29.04","124.83","41.81","90.76","7.87","15.37","14.49","33.3","103.84","13.83","6.2","2639","36.3","0","0","7.92","0","0","0"
"91_0ml-8","710.93","143.53","359.1","92.02","173.06","157.89","26.9","30.68","131.76","41.81","84.78","8.23","16.18","15.3","33.3","109.37","13.83","6.2","2635","36.3","0","0","7.92","0","0","0"
"91_0ml-9","710.93","143.53","358.2","91.18","173.06","157.18","26.9","30.68","131.76","41.81","84.78","8.23","16.18","15.3","33.3","108.26","13.83","6.2","2652","36.3","0","0","7.92","0","0","0"
"96_0ml-1","787.87","169.36","425.3","103.84","206.03","180.34","28.73","34.36","171.06","47.46","107.72","9.3","21.84","20.13","44.39","152.45","17.28","7.08","2652","38.3","0","0","7.05","0","0","0"
"96_0ml-10","786.33","169.36","424.4","106.38","205.28","184.55","29.64","35.18","175.68","47.46","114.7","9.66","22.65","20.93","44.39","154.66","17.28","7.08","2697","38.3","0","0","7.12","0","0","0"
"96_0ml-2","787.1","169.36","424.4","106.38","205.28","185.25","29.64","35.18","176.84","47.46","113.7","9.66","22.65","20.93","44.39","155.76","17.28","7.08","2662","38.3","0","0","7.07","0","0","0"
"96_0ml-3","786.33","169.36","424.4","98.78","205.28","170.52","27.81","33.13","162.97","47.46","114.7","8.94","21.03","20.13","44.39","145.82","17.28","7.08","2650","38.3","0","0","7.07","0","0","0"
"96_0ml-4","786.33","168.41","423.49","103.84","205.28","179.64","28.73","34.36","171.06","47.46","107.72","9.3","21.84","20.13","44.39","151.35","17.28","7.08","2653","38.3","0","0","7.07","0","0","0"
"96_0ml-5","786.33","168.41","423.49","103.84","205.28","179.64","28.73","34.36","171.06","47.46","107.72","9.3","21.84","20.13","44.39","151.35","17.28","7.08","2652","38.3","0","0","7.07","0","0","0"
"96_0ml-6","786.33","169.36","424.4","106.38","205.28","184.55","29.64","35.18","175.68","47.46","113.7","9.66","22.65","20.93","44.39","154.66","17.28","7.08","2649","38.3","0","0","7.12","0","0","0"
"96_0ml-7","786.33","168.41","424.4","103.84","205.28","180.34","28.73","34.36","171.06","47.46","107.72","9.3","21.84","20.13","44.39","151.35","17.28","7.08","2577","38.3","0","0","7.12","0","0","0"
"96_0ml-8","786.33","169.36","424.4","106.38","205.28","185.25","29.64","35.18","176.84","47.46","113.7","9.66","22.65","20.93","44.39","154.66","17.28","7.08","2652","38.3","0","0","7.12","0","0","0"
"N-11_6_0ml-1","819.41","175.1","441.62","108.91","218.77","190.87","33.74","41.32","201.11","60.27","124.67","11.09","27.51","25.76","53.79","178.96","19.59","7.97","2674","37.2","0","0","7.92","0","0","0"
"N-11_6_0ml-10","817.87","175.1","440.72","111.44","218.77","196.48","34.2","42.54","205.73","60.27","131.65","11.45","27.51","25.76","52.93","182.28","19.59","7.97","2635","37.2","0","0","8.07","0","0","0"
"N-11_6_0ml-2","818.64","175.1","440.72","112.29","218.77","197.88","34.65","42.95","208.04","60.27","131.65","11.45","27.51","26.57","53.79","184.49","19.59","7.97","2639","37.2","0","0","7.87","0","0","0"
"N-11_6_0ml-3","817.87","175.1","440.72","108.91","218.77","191.57","33.74","41.73","201.11","60.27","124.67","11.09","26.7","25.76","53.79","178.96","19.59","7.97","2635","37.2","0","0","7.87","0","0","0"
"N-11_6_0ml-4","817.87","175.1","440.72","108.07","218.77","190.87","33.74","41.32","201.11","60.27","124.67","11.09","26.7","25.76","53.79","178.96","19.59","7.97","2631","37.2","0","0","7.87","0","0","0"
"N-11_6_0ml-5","817.87","175.1","440.72","111.44","218.77","196.48","34.65","42.54","205.73","60.27","132.65","11.45","27.51","26.57","53.79","183.38","19.59","7.97","2657","37.2","0","0","7.87","0","0","0"
"N-11_6_0ml-6","817.87","175.1","440.72","112.29","218.77","197.88","34.65","42.95","208.04","60.27","131.65","11.45","28.31","26.57","53.79","184.49","19.59","7.97","2654","37.2","0","0","7.88","0","0","0"
"N-11_6_0ml-7","817.87","175.1","440.72","110.6","218.77","195.08","34.2","42.54","205.73","60.27","132.65","11.45","27.51","26.57","53.79","182.28","19.59","7.97","2626","37.2","0","0","7.88","0","0","0"
"N-11_6_0ml-8","817.11","175.1","440.72","111.44","218.77","196.48","34.65","42.54","206.89","60.27","131.65","11.45","27.51","26.57","53.79","183.38","19.59","7.97","2644","37.2","0","0","7.88","0","0","0"
"N-11_6_0ml-9","817.87","175.1","440.72","109.75","218.77","193.67","34.2","42.13","203.42","60.27","131.65","11.09","27.51","25.76","53.79","181.17","19.59","7.97","2640","37.2","0","0","7.88","0","0","0"
"N-14_15_0ml-1","770.94","160.75","406.26","102.16","196.29","176.83","33.74","41.32","174.53","58.38","110.71","10.73","20.22","18.52","42.69","143.61","17.28","7.08","2650","37.3","0","0","7.54","0","0","0"
"N-14_15_0ml-10","770.17","160.75","405.35","103","196.29","178.23","34.2","41.73","175.68","58.38","111.71","10.73","20.22","18.52","42.69","143.61","17.86","7.08","2642","37.3","0","0","7.57","0","0","0"
"N-14_15_0ml-2","770.94","161.71","405.35","103.84","196.29","178.23","34.2","41.73","175.68","58.38","111.71","10.73","20.22","19.32","42.69","144.72","17.28","7.08","2648","37.3","0","0","7.54","0","0","0"
"N-14_15_0ml-3","770.94","160.75","405.35","103.84","196.29","176.83","34.2","41.73","174.53","58.38","110.71","10.73","20.22","18.52","42.69","143.61","17.28","7.08","2647","37.3","0","0","7.54","0","0","0"
"N-14_15_0ml-4","770.94","161.71","405.35","105.53","196.29","179.64","34.65","42.54","176.84","58.38","110.71","11.09","21.03","19.32","42.69","154.66","17.28","7.97","2647","37.3","0","0","7.54","0","0","0"
"N-14_15_0ml-5","770.17","160.75","405.35","102.16","196.29","176.13","33.74","41.32","174.53","58.38","110.71","10.73","20.22","18.52","42.69","143.61","17.28","7.08","2649","37.3","0","0","7.56","0","0","0"
"N-14_15_0ml-6","770.94","160.75","405.35","103.84","196.29","178.94","34.65","41.73","176.84","58.38","109.71","10.73","20.22","18.52","42.69","144.72","17.28","7.08","2677","37.3","0","0","7.56","0","0","0"
"N-14_15_0ml-7","770.17","160.75","405.35","100.47","196.29","172.62","33.29","40.5","169.9","58.38","104.72","10.37","19.42","18.52","42.69","140.3","17.86","7.08","2650","37.3","0","0","7.56","0","0","0"
"N-14_15_0ml-8","770.17","160.75","406.26","100.47","196.29","173.32","33.29","40.91","171.06","58.38","104.72","10.73","20.22","18.52","42.69","141.4","17.28","7.08","2646","37.3","0","0","7.56","0","0","0"
"N-14_15_0ml-9","770.17","161.71","406.26","96.25","196.29","165.6","31.92","38.86","162.97","58.01","110.71","10.02","19.42","17.71","42.69","134.77","17.28","7.08","2635","37.3","0","0","7.57","0","0","0"
